date,type,ticker,rating_osc,rating_ma
2019-09-25,crypto,BNBUSD,Buy,Srong Sell
2019-09-25,crypto,BTCUSD,Neutral,Srong Sell
2019-09-25,crypto,IOTAUSD,Neutral,Srong Sell
2019-09-25,crypto,DASHUSD,Neutral,Srong Sell
2019-09-25,crypto,LTCUSD,Buy,Srong Sell
2019-09-25,crypto,EOSUSD,Buy,Srong Sell
2019-09-25,index,VIX,Neutral,Srong Buy
2019-09-25,index,IXIC,Neutral,Sell
2019-09-25,index,DAX,Buy,Srong Buy
2019-09-25,index,NI225,Buy,Srong Buy
2019-09-25,index,NIFTY,Buy,Srong Buy
2019-09-25,index,SPX,Neutral,Buy
2019-09-25,index,DJI,Neutral,Buy
2019-09-25,index,TSX,Buy,Srong Buy
2019-09-26,index,SPX,Neutral,Srong Buy
2019-09-26,index,DJI,Buy,Srong Buy
2019-09-26,index,DAX,Sell,Buy
2019-09-26,index,IXIC,Neutral,Buy
2019-09-26,index,NI225,Neutral,Srong Buy
2019-09-26,index,VIX,Buy,Sell
2019-09-26,index,TSX,Buy,Srong Buy
2019-09-26,index,NIFTY,Buy,Srong Buy
2019-09-26,stock,MSFT,Neutral,Srong Buy
2019-09-26,stock,JPM,Neutral,Srong Buy
2019-09-26,stock,BABA,Sell,Srong Buy
2019-09-26,stock,AMZN,Sell,Srong Sell
2019-09-26,stock,AAPL,Neutral,Srong Buy
2019-09-26,stock,JNJ,Buy,Buy
2019-09-26,stock,GOOG,Neutral,Srong Buy
2019-09-26,stock,FB,Buy,Srong Sell
2019-09-26,crypto,BTCUSD,Sell,Srong Sell
2019-09-26,crypto,BNBUSD,Sell,Srong Sell
2019-09-26,crypto,DASHUSD,Sell,Srong Sell
2019-09-26,crypto,XRPUSD,Sell,Srong Sell
2019-09-26,crypto,IOTAUSD,Sell,Sell
2019-09-26,crypto,EOSUSD,Sell,Srong Sell
2019-09-26,crypto,LTCUSD,Sell,Srong Sell
2019-09-26,crypto,ETHUSD,Sell,Srong Sell
2019-09-27,stock,BABA,Buy,Buy
2019-09-27,stock,JPM,Neutral,Srong Buy
2019-09-27,stock,FB,Sell,Srong Sell
2019-09-27,stock,GOOG,Buy,Srong Buy
2019-09-27,stock,AMZN,Sell,Srong Sell
2019-09-27,stock,AAPL,Neutral,Srong Buy
2019-09-27,stock,JNJ,Buy,Srong Sell
2019-09-27,stock,MSFT,Buy,Srong Buy
2019-09-27,index,VIX,Sell,Sell
2019-09-27,index,SPX,Buy,Buy
2019-09-27,index,IXIC,Neutral,Sell
2019-09-27,index,NIFTY,Sell,Srong Buy
2019-09-27,index,DAX,Sell,Srong Buy
2019-09-27,index,TSX,Buy,Srong Buy
2019-09-27,index,DJI,Buy,Srong Buy
2019-09-27,index,NI225,Neutral,Srong Buy
2019-09-27,crypto,LTCUSD,Neutral,Srong Sell
2019-09-27,crypto,BTCUSD,Buy,Srong Sell
2019-09-27,crypto,XRPUSD,Sell,Srong Sell
2019-09-27,crypto,ETHUSD,Sell,Srong Sell
2019-09-27,crypto,IOTAUSD,Sell,Sell
2019-09-27,crypto,BNBUSD,Buy,Srong Sell
2019-09-27,crypto,EOSUSD,Buy,Srong Sell
2019-09-27,crypto,DASHUSD,Sell,Srong Sell
2019-09-28,crypto,DASHUSD,Neutral,Srong Sell
2019-09-28,crypto,BTCUSD,Neutral,Srong Sell
2019-09-28,crypto,BNBUSD,Buy,Srong Sell
2019-09-28,crypto,XRPUSD,Neutral,Srong Sell
2019-09-28,crypto,ETHUSD,Neutral,Srong Sell
2019-09-28,crypto,LTCUSD,Buy,Srong Sell
2019-09-28,crypto,EOSUSD,Sell,Srong Sell
2019-09-28,crypto,IOTAUSD,Sell,Sell
2019-09-29,crypto,EOSUSD,Neutral,Srong Sell
2019-09-29,crypto,BTCUSD,Buy,Srong Sell
2019-09-29,crypto,BNBUSD,Buy,Srong Sell
2019-09-29,crypto,IOTAUSD,Sell,Srong Sell
2019-09-29,crypto,XRPUSD,Sell,Srong Sell
2019-09-29,crypto,DASHUSD,Neutral,Srong Sell
2019-09-29,crypto,LTCUSD,Neutral,Srong Sell
2019-09-29,crypto,ETHUSD,Sell,Srong Sell
2019-09-30,stock,AAPL,Sell,Srong Buy
2019-09-30,stock,JNJ,Buy,Srong Sell
2019-09-30,stock,BABA,Sell,Srong Sell
2019-09-30,stock,MSFT,Buy,Neutral
2019-09-30,stock,AMZN,Sell,Srong Sell
2019-09-30,stock,GOOG,Neutral,Srong Buy
2019-09-30,stock,FB,Sell,Srong Sell
2019-09-30,stock,JPM,Neutral,Srong Buy
2019-09-30,index,DJI,Neutral,Buy
2019-09-30,index,NI225,Buy,Srong Buy
2019-09-30,index,DAX,Sell,Srong Buy
2019-09-30,index,NIFTY,Buy,Srong Buy
2019-09-30,index,IXIC,Neutral,Srong Sell
2019-09-30,index,VIX,Neutral,Srong Buy
2019-09-30,index,TSX,Neutral,Srong Buy
2019-09-30,index,SPX,Neutral,Buy
2019-09-30,crypto,IOTAUSD,Sell,Srong Sell
2019-09-30,crypto,ETHUSD,Sell,Srong Sell
2019-09-30,crypto,XRPUSD,Sell,Srong Sell
2019-09-30,crypto,LTCUSD,Buy,Srong Sell
2019-09-30,crypto,BTCUSD,Buy,Srong Sell
2019-09-30,crypto,EOSUSD,Sell,Srong Sell
2019-09-30,crypto,BNBUSD,Sell,Srong Sell
2019-09-30,crypto,DASHUSD,Sell,Srong Sell
2019-10-01,index,DAX,Sell,Srong Buy
2019-10-01,index,TSX,Buy,Buy
2019-10-01,index,NIFTY,Neutral,Srong Buy
2019-10-01,index,NI225,Buy,Buy
2019-10-01,index,IXIC,Sell,Sell
2019-10-01,index,SPX,Sell,Buy
2019-10-01,index,DJI,Sell,Srong Buy
2019-10-01,index,VIX,Buy,Buy
2019-10-01,stock,AAPL,Sell,Srong Buy
2019-10-01,stock,FB,Sell,Srong Sell
2019-10-01,stock,JNJ,Sell,Srong Sell
2019-10-01,stock,AMZN,Sell,Srong Sell
2019-10-01,stock,JPM,Sell,Srong Buy
2019-10-01,stock,GOOG,Sell,Buy
2019-10-01,stock,MSFT,Buy,Srong Buy
2019-10-01,stock,BABA,Sell,Srong Sell
2019-10-01,crypto,DASHUSD,Sell,Srong Sell
2019-10-01,crypto,XRPUSD,Sell,Srong Sell
2019-10-01,crypto,EOSUSD,Sell,Srong Sell
2019-10-01,crypto,LTCUSD,Neutral,Srong Sell
2019-10-01,crypto,BNBUSD,Sell,Srong Sell
2019-10-01,crypto,IOTAUSD,Buy,Srong Sell
2019-10-01,crypto,BTCUSD,Sell,Srong Sell
2019-10-01,crypto,ETHUSD,Sell,Srong Sell
2019-10-02,stock,GOOG,Neutral,Sell
2019-10-02,stock,JPM,Neutral,Buy
2019-10-02,stock,AMZN,Neutral,Srong Sell
2019-10-02,stock,JNJ,Sell,Sell
2019-10-02,stock,AAPL,Buy,Srong Buy
2019-10-02,stock,MSFT,Neutral,Sell
2019-10-02,stock,BABA,Sell,Srong Sell
2019-10-02,stock,FB,Sell,Srong Sell
2019-10-02,crypto,DASHUSD,Sell,Srong Sell
2019-10-02,crypto,XRPUSD,Neutral,Srong Sell
2019-10-02,crypto,IOTAUSD,Neutral,Buy
2019-10-02,crypto,EOSUSD,Neutral,Srong Sell
2019-10-02,crypto,BNBUSD,Sell,Srong Sell
2019-10-02,crypto,ETHUSD,Neutral,Srong Sell
2019-10-02,crypto,LTCUSD,Sell,Srong Sell
2019-10-02,crypto,BTCUSD,Sell,Srong Sell
2019-10-02,index,NIFTY,Neutral,Srong Buy
2019-10-02,index,DJI,Neutral,Sell
2019-10-02,index,TSX,Sell,Sell
2019-10-02,index,NI225,Neutral,Srong Buy
2019-10-02,index,IXIC,Sell,Srong Sell
2019-10-02,index,DAX,Neutral,Buy
2019-10-02,index,VIX,Neutral,Srong Buy
2019-10-02,index,SPX,Neutral,Sell
2019-10-03,index,DAX,Neutral,Srong Sell
2019-10-03,index,NI225,Neutral,Srong Buy
2019-10-03,index,TSX,Buy,Srong Sell
2019-10-03,index,VIX,Neutral,Srong Buy
2019-10-03,index,DJI,Buy,Srong Sell
2019-10-03,index,NIFTY,Neutral,Srong Buy
2019-10-03,index,IXIC,Neutral,Srong Sell
