date,type,ticker,rating_osc,rating_ma
2019-10-27,crypto,BTCUSD,Neutral,Srong Buy
2019-10-27,crypto,EOSUSD,Buy,Buy
2019-10-27,crypto,ETHUSD,Neutral,Buy
2019-10-28,index,NIFTY,Buy,Srong Buy
2019-10-28,index,DAX,Buy,Srong Buy
2019-10-28,index,SPX,Buy,Srong Buy
2019-10-28,index,NI225,Sell,Srong Buy
2019-10-28,index,TSX,Sell,Sell
2019-10-28,index,IXIC,Buy,Srong Buy
2019-10-28,index,VIX,Sell,Srong Sell
2019-10-28,index,DJI,Buy,Srong Buy
2019-10-28,stock,MSFT,Buy,Srong Buy
2019-10-28,stock,FB,Buy,Srong Buy
2019-10-28,stock,GOOG,Buy,Srong Buy
2019-10-28,stock,JNJ,Neutral,Srong Sell
2019-10-28,stock,AMZN,Neutral,Srong Sell
2019-10-28,stock,JPM,Neutral,Srong Buy
2019-10-28,stock,AAPL,Buy,Srong Buy
2019-10-28,stock,BABA,Buy,Srong Buy
2019-10-28,crypto,BTCUSD,Neutral,Srong Buy
2019-10-28,crypto,BNBUSD,Buy,Buy
2019-10-28,crypto,IOTAUSD,Buy,Srong Buy
2019-10-28,crypto,ETHUSD,Buy,Buy
2019-10-28,crypto,XRPUSD,Buy,Srong Buy
2019-10-28,crypto,EOSUSD,Buy,Buy
2019-10-28,crypto,LTCUSD,Sell,Buy
2019-10-28,crypto,DASHUSD,Sell,Buy
2019-10-29,crypto,XRPUSD,Buy,Srong Buy
2019-10-29,crypto,LTCUSD,Sell,Neutral
2019-10-29,crypto,ETHUSD,Buy,Buy
2019-10-29,crypto,IOTAUSD,Buy,Srong Buy
2019-10-29,crypto,DASHUSD,Buy,Neutral
2019-10-29,crypto,EOSUSD,Neutral,Buy
2019-10-29,crypto,BTCUSD,Neutral,Srong Buy
2019-10-29,crypto,BNBUSD,Buy,Buy
2019-10-29,stock,FB,Neutral,Srong Buy
2019-10-29,stock,MSFT,Buy,Srong Buy
2019-10-29,stock,BABA,Neutral,Srong Buy
2019-10-29,stock,JPM,Sell,Srong Buy
2019-10-29,stock,AMZN,Sell,Buy
2019-10-29,stock,JNJ,Sell,Srong Sell
2019-10-29,stock,GOOG,Sell,Srong Buy
2019-10-29,stock,AAPL,Neutral,Srong Buy
2019-10-29,index,NIFTY,Buy,Srong Buy
2019-10-29,index,TSX,Neutral,Srong Sell
2019-10-29,index,SPX,Buy,Srong Buy
2019-10-29,index,IXIC,Neutral,Srong Buy
2019-10-29,index,NI225,Sell,Srong Buy
2019-10-29,index,VIX,Sell,Srong Sell
2019-10-29,index,DJI,Buy,Srong Buy
2019-10-29,index,DAX,Sell,Srong Buy
2019-10-30,crypto,BNBUSD,Buy,Buy
2019-10-30,crypto,XRPUSD,Buy,Srong Buy
2019-10-30,crypto,DASHUSD,Neutral,Neutral
2019-10-30,crypto,EOSUSD,Buy,Buy
2019-10-30,crypto,IOTAUSD,Buy,Srong Buy
2019-10-30,crypto,BTCUSD,Neutral,Srong Buy
2019-10-30,crypto,LTCUSD,Neutral,Neutral
2019-10-30,crypto,ETHUSD,Buy,Srong Buy
2019-10-30,index,SPX,Sell,Srong Buy
2019-10-30,index,VIX,Sell,Srong Sell
2019-10-30,index,DJI,Buy,Srong Buy
2019-10-30,index,IXIC,Sell,Srong Buy
2019-10-30,index,DAX,Buy,Srong Buy
2019-10-30,index,NIFTY,Neutral,Srong Buy
2019-10-30,index,NI225,Sell,Srong Buy
2019-10-30,index,TSX,Sell,Buy
2019-10-30,stock,JNJ,Buy,Srong Sell
2019-10-30,stock,FB,Buy,Srong Buy
2019-10-30,stock,BABA,Buy,Srong Buy
2019-10-30,stock,AMZN,Neutral,Srong Sell
2019-10-30,stock,MSFT,Buy,Srong Buy
2019-10-30,stock,JPM,Buy,Srong Buy
2019-10-30,stock,GOOG,Buy,Srong Buy
2019-10-30,stock,AAPL,Buy,Srong Buy
2019-10-31,stock,JPM,Buy,Srong Buy
2019-10-31,stock,FB,Buy,Srong Buy
2019-10-31,stock,JNJ,Sell,Srong Buy
2019-10-31,stock,AMZN,Neutral,Buy
2019-10-31,stock,BABA,Buy,Srong Buy
2019-10-31,stock,GOOG,Buy,Srong Buy
2019-10-31,stock,AAPL,Neutral,Srong Buy
2019-10-31,stock,MSFT,Buy,Srong Buy
2019-10-31,crypto,ETHUSD,Buy,Buy
2019-10-31,crypto,EOSUSD,Buy,Buy
2019-10-31,crypto,BTCUSD,Buy,Srong Buy
2019-10-31,crypto,LTCUSD,Buy,Neutral
2019-10-31,crypto,DASHUSD,Buy,Neutral
2019-10-31,crypto,XRPUSD,Buy,Srong Buy
2019-10-31,crypto,BNBUSD,Buy,Buy
2019-10-31,crypto,IOTAUSD,Buy,Srong Buy
2019-10-31,index,SPX,Buy,Srong Buy
2019-10-31,index,VIX,Sell,Srong Sell
2019-10-31,index,NIFTY,Buy,Srong Buy
2019-10-31,index,DJI,Buy,Srong Buy
2019-10-31,index,TSX,Buy,Srong Buy
2019-10-31,index,IXIC,Buy,Srong Buy
2019-10-31,index,NI225,Buy,Srong Buy
2019-10-31,index,DAX,Buy,Srong Buy
2019-11-01,stock,GOOG,Buy,Srong Buy
2019-11-01,stock,MSFT,Buy,Srong Buy
2019-11-01,stock,AAPL,Sell,Srong Buy
2019-11-01,stock,JNJ,Buy,Buy
2019-11-01,stock,AMZN,Buy,Buy
2019-11-01,stock,FB,Buy,Srong Buy
2019-11-01,stock,BABA,Buy,Srong Buy
2019-11-01,stock,JPM,Buy,Srong Buy
2019-11-01,index,SPX,Buy,Srong Buy
2019-11-01,index,IXIC,Buy,Srong Buy
2019-11-01,index,DJI,Buy,Srong Buy
2019-11-01,index,NI225,Buy,Srong Buy
2019-11-01,index,VIX,Sell,Srong Sell
2019-11-01,index,DAX,Buy,Srong Buy
2019-11-01,index,TSX,Buy,Srong Buy
2019-11-01,index,NIFTY,Buy,Srong Buy
2019-11-01,crypto,IOTAUSD,Buy,Srong Sell
2019-11-01,crypto,LTCUSD,Sell,Neutral
2019-11-01,crypto,DASHUSD,Buy,Sell
2019-11-01,crypto,BNBUSD,Buy,Buy
2019-11-01,crypto,BTCUSD,Buy,Srong Buy
2019-11-01,crypto,XRPUSD,Sell,Srong Buy
2019-11-01,crypto,EOSUSD,Buy,Buy
2019-11-01,crypto,ETHUSD,Buy,Neutral
2019-11-02,crypto,DASHUSD,Sell,Neutral
2019-11-02,crypto,BTCUSD,Neutral,Srong Buy
2019-11-02,crypto,ETHUSD,Buy,Buy
2019-11-02,crypto,BNBUSD,Neutral,Buy
2019-11-02,crypto,XRPUSD,Neutral,Buy
2019-11-02,crypto,EOSUSD,Neutral,Buy
2019-11-02,crypto,IOTAUSD,Buy,Sell
2019-11-02,crypto,LTCUSD,Sell,Sell
2019-11-03,crypto,EOSUSD,Neutral,Buy
2019-11-03,crypto,LTCUSD,Sell,Sell
2019-11-03,crypto,BTCUSD,Neutral,Srong Buy
2019-11-03,crypto,DASHUSD,Neutral,Neutral
2019-11-03,crypto,BNBUSD,Sell,Buy
2019-11-03,crypto,XRPUSD,Sell,Srong Buy
2019-11-03,crypto,IOTAUSD,Buy,Neutral
2019-11-03,crypto,ETHUSD,Buy,Buy
2019-11-04,stock,AAPL,Buy,Srong Buy
2019-11-04,stock,MSFT,Neutral,Srong Buy
2019-11-04,stock,AMZN,Buy,Srong Buy
2019-11-04,stock,JPM,Neutral,Srong Buy
2019-11-04,stock,JNJ,Buy,Buy
2019-11-04,stock,GOOG,Buy,Srong Buy
2019-11-04,stock,BABA,Buy,Srong Buy
2019-11-04,stock,FB,Buy,Srong Buy
2019-11-04,crypto,DASHUSD,Buy,Sell
2019-11-04,crypto,ETHUSD,Sell,Sell
2019-11-04,crypto,IOTAUSD,Sell,Srong Sell
2019-11-04,crypto,LTCUSD,Neutral,Buy
2019-11-04,crypto,BTCUSD,Buy,Srong Buy
2019-11-04,crypto,EOSUSD,Buy,Buy
2019-11-04,crypto,XRPUSD,Neutral,Neutral
2019-11-04,crypto,BNBUSD,Buy,Buy
2019-11-04,index,TSX,Neutral,Srong Buy
2019-11-04,index,SPX,Buy,Srong Buy
2019-11-04,index,DJI,Buy,Srong Buy
2019-11-04,index,NI225,Buy,Srong Buy
2019-11-04,index,NIFTY,Buy,Srong Buy
2019-11-04,index,DAX,Buy,Srong Buy
2019-11-04,index,VIX,Sell,Srong Sell
2019-11-04,index,IXIC,Buy,Srong Buy
2019-11-05,index,TSX,Neutral,Srong Buy
2019-11-05,index,SPX,Buy,Srong Buy
2019-11-05,index,NI225,Buy,Srong Buy
2019-11-05,index,VIX,Sell,Srong Sell
2019-11-05,index,DAX,Neutral,Srong Buy
2019-11-05,index,NIFTY,Buy,Srong Buy
2019-11-05,index,DJI,Neutral,Srong Buy
2019-11-05,index,IXIC,Buy,Srong Buy
2019-11-05,stock,JNJ,Buy,Srong Sell
2019-11-05,stock,BABA,Buy,Srong Buy
2019-11-05,stock,AAPL,Buy,Srong Buy
2019-11-05,stock,FB,Buy,Srong Buy
2019-11-05,stock,JPM,Buy,Srong Buy
2019-11-05,stock,AMZN,Buy,Srong Buy
2019-11-05,stock,GOOG,Neutral,Srong Buy
2019-11-05,stock,MSFT,Buy,Srong Buy
2019-11-05,crypto,ETHUSD,Buy,Buy
2019-11-05,crypto,BTCUSD,Buy,Srong Buy
2019-11-05,crypto,DASHUSD,Buy,Buy
2019-11-05,crypto,BNBUSD,Buy,Buy
2019-11-05,crypto,EOSUSD,Buy,Buy
2019-11-05,crypto,XRPUSD,Neutral,Srong Buy
2019-11-05,crypto,IOTAUSD,Neutral,Srong Sell
2019-11-05,crypto,LTCUSD,Buy,Buy
2019-11-06,stock,AAPL,Neutral,Srong Buy
2019-11-06,stock,JNJ,Buy,Srong Sell
2019-11-06,stock,AMZN,Sell,Srong Buy
2019-11-06,stock,GOOG,Neutral,Srong Buy
2019-11-06,stock,FB,Neutral,Srong Buy
2019-11-06,stock,MSFT,Sell,Srong Buy
2019-11-06,stock,BABA,Buy,Srong Buy
2019-11-06,stock,JPM,Neutral,Srong Buy
2019-11-06,crypto,EOSUSD,Buy,Srong Buy
2019-11-06,crypto,LTCUSD,Buy,Buy
2019-11-06,crypto,DASHUSD,Neutral,Buy
2019-11-06,crypto,ETHUSD,Buy,Srong Buy
2019-11-06,crypto,BNBUSD,Buy,Buy
2019-11-06,crypto,XRPUSD,Sell,Srong Buy
2019-11-06,crypto,BTCUSD,Buy,Srong Buy
2019-11-06,crypto,IOTAUSD,Buy,Srong Buy
2019-11-06,index,NI225,Neutral,Srong Buy
2019-11-06,index,TSX,Sell,Srong Buy
2019-11-06,index,DJI,Sell,Srong Buy
2019-11-06,index,NIFTY,Sell,Srong Buy
2019-11-06,index,SPX,Sell,Srong Buy
2019-11-06,index,VIX,Sell,Srong Sell
2019-11-06,index,IXIC,Sell,Srong Buy
2019-11-06,index,DAX,Neutral,Srong Buy
2019-11-07,crypto,DASHUSD,Buy,Buy
2019-11-07,crypto,ETHUSD,Buy,Srong Buy
2019-11-07,crypto,EOSUSD,Buy,Srong Buy
2019-11-07,crypto,LTCUSD,Buy,Buy
2019-11-07,crypto,BTCUSD,Buy,Srong Buy
2019-11-07,crypto,BNBUSD,Buy,Buy
2019-11-07,crypto,XRPUSD,Buy,Srong Buy
2019-11-07,crypto,IOTAUSD,Buy,Srong Buy
2019-11-07,stock,JPM,Buy,Srong Buy
2019-11-07,stock,MSFT,Buy,Srong Buy
2019-11-07,stock,AMZN,Neutral,Buy
2019-11-07,stock,BABA,Buy,Srong Buy
2019-11-07,stock,FB,Buy,Srong Buy
2019-11-07,stock,JNJ,Buy,Buy
2019-11-07,stock,AAPL,Buy,Srong Buy
2019-11-07,stock,GOOG,Buy,Srong Buy
2019-11-07,index,DAX,Buy,Srong Buy
2019-11-07,index,NI225,Buy,Srong Buy
2019-11-07,index,TSX,Neutral,Srong Buy
2019-11-07,index,VIX,Neutral,Srong Sell
2019-11-07,index,NIFTY,Sell,Srong Buy
2019-11-07,index,IXIC,Sell,Srong Buy
2019-11-07,index,DJI,Buy,Srong Buy
2019-11-07,index,SPX,Buy,Srong Buy
2019-11-08,crypto,DASHUSD,Buy,Sell
2019-11-08,crypto,EOSUSD,Buy,Buy
2019-11-08,crypto,BNBUSD,Buy,Buy
2019-11-08,crypto,ETHUSD,Buy,Buy
2019-11-08,crypto,IOTAUSD,Sell,Srong Sell
2019-11-08,crypto,XRPUSD,Neutral,Sell
2019-11-08,crypto,BTCUSD,Neutral,Srong Buy
2019-11-08,crypto,LTCUSD,Buy,Buy
2019-11-08,stock,BABA,Buy,Srong Buy
2019-11-08,stock,GOOG,Sell,Srong Buy
2019-11-08,stock,FB,Buy,Srong Buy
2019-11-08,stock,JPM,Sell,Srong Buy
2019-11-08,stock,MSFT,Neutral,Srong Buy
2019-11-08,stock,JNJ,Neutral,Buy
2019-11-08,stock,AMZN,Buy,Buy
2019-11-08,stock,AAPL,Sell,Srong Buy
2019-11-08,index,DAX,Neutral,Srong Buy
2019-11-08,index,TSX,Sell,Srong Buy
2019-11-08,index,DJI,Sell,Srong Buy
2019-11-08,index,VIX,Sell,Srong Sell
2019-11-08,index,IXIC,Buy,Srong Buy
2019-11-08,index,SPX,Sell,Srong Buy
2019-11-08,index,NIFTY,Sell,Srong Buy
2019-11-08,index,NI225,Buy,Srong Buy
2019-11-09,crypto,IOTAUSD,Sell,Srong Sell
2019-11-09,crypto,DASHUSD,Buy,Srong Sell
2019-11-09,crypto,BTCUSD,Buy,Srong Sell
2019-11-09,crypto,BNBUSD,Buy,Neutral
2019-11-09,crypto,LTCUSD,Buy,Buy
2019-11-09,crypto,EOSUSD,Buy,Buy
2019-11-09,crypto,XRPUSD,Neutral,Srong Sell
2019-11-09,crypto,ETHUSD,Buy,Sell
2019-11-10,crypto,BNBUSD,Sell,Neutral
2019-11-10,crypto,ETHUSD,Buy,Buy
2019-11-10,crypto,LTCUSD,Buy,Buy
2019-11-10,crypto,IOTAUSD,Sell,Srong Sell
2019-11-10,crypto,BTCUSD,Sell,Srong Sell
2019-11-10,crypto,DASHUSD,Neutral,Srong Sell
2019-11-10,crypto,XRPUSD,Sell,Srong Sell
2019-11-10,crypto,EOSUSD,Neutral,Buy
2019-11-11,stock,JNJ,Neutral,Srong Buy
2019-11-11,stock,FB,Buy,Srong Buy
2019-11-11,stock,GOOG,Neutral,Srong Buy
2019-11-11,stock,JPM,Buy,Srong Buy
2019-11-11,stock,BABA,Buy,Srong Buy
2019-11-11,stock,MSFT,Buy,Srong Buy
2019-11-11,stock,AAPL,Buy,Srong Buy
2019-11-11,stock,AMZN,Neutral,Neutral
2019-11-11,crypto,IOTAUSD,Sell,Srong Sell
2019-11-11,crypto,LTCUSD,Buy,Buy
2019-11-11,crypto,ETHUSD,Neutral,Srong Buy
2019-11-11,crypto,BTCUSD,Sell,Buy
2019-11-11,crypto,DASHUSD,Neutral,Neutral
2019-11-11,crypto,EOSUSD,Buy,Srong Buy
2019-11-11,crypto,XRPUSD,Sell,Srong Sell
2019-11-11,crypto,BNBUSD,Sell,Buy
2019-11-11,index,DJI,Buy,Srong Buy
2019-11-11,index,VIX,Sell,Srong Sell
2019-11-11,index,NIFTY,Buy,Srong Buy
2019-11-11,index,SPX,Buy,Srong Buy
2019-11-11,index,DAX,Sell,Srong Buy
2019-11-11,index,IXIC,Buy,Srong Buy
2019-11-11,index,NI225,Neutral,Srong Buy
2019-11-11,index,TSX,Neutral,Srong Buy
2019-11-12,stock,AAPL,Buy,Srong Buy
2019-11-12,stock,AMZN,Buy,Srong Sell
2019-11-12,stock,MSFT,Neutral,Srong Buy
2019-11-12,stock,BABA,Neutral,Srong Buy
2019-11-12,stock,JPM,Sell,Srong Buy
2019-11-12,stock,FB,Neutral,Srong Buy
2019-11-12,stock,GOOG,Buy,Srong Buy
2019-11-12,stock,JNJ,Buy,Buy
2019-11-12,crypto,IOTAUSD,Sell,Srong Sell
2019-11-12,crypto,EOSUSD,Buy,Buy
2019-11-12,crypto,DASHUSD,Sell,Srong Sell
2019-11-12,crypto,XRPUSD,Neutral,Srong Sell
2019-11-12,crypto,ETHUSD,Buy,Sell
2019-11-12,crypto,BNBUSD,Neutral,Buy
2019-11-12,crypto,LTCUSD,Buy,Buy
2019-11-12,crypto,BTCUSD,Neutral,Srong Sell
2019-11-12,index,NI225,Buy,Srong Buy
2019-11-12,index,DJI,Buy,Srong Buy
2019-11-12,index,TSX,Sell,Srong Buy
2019-11-12,index,DAX,Buy,Srong Buy
2019-11-12,index,VIX,Neutral,Srong Sell
2019-11-12,index,SPX,Neutral,Srong Buy
2019-11-12,index,NIFTY,Buy,Srong Buy
2019-11-12,index,IXIC,Buy,Srong Buy
2019-11-13,index,TSX,Buy,Srong Buy
2019-11-13,index,VIX,Buy,Srong Sell
2019-11-13,index,DJI,Neutral,Srong Buy
2019-11-13,index,SPX,Sell,Srong Buy
2019-11-13,index,DAX,Neutral,Srong Buy
2019-11-13,index,NIFTY,Buy,Srong Buy
2019-11-13,index,NI225,Neutral,Srong Buy
2019-11-13,index,IXIC,Sell,Srong Buy
2019-11-13,stock,FB,Buy,Srong Buy
2019-11-13,stock,AMZN,Neutral,Sell
2019-11-13,stock,BABA,Neutral,Srong Buy
2019-11-13,stock,JNJ,Buy,Buy
2019-11-13,stock,AAPL,Sell,Srong Buy
2019-11-13,stock,MSFT,Neutral,Srong Buy
2019-11-13,stock,GOOG,Neutral,Srong Buy
2019-11-13,stock,JPM,Buy,Srong Buy
2019-11-13,crypto,BNBUSD,Sell,Buy
2019-11-13,crypto,XRPUSD,Sell,Srong Sell
2019-11-13,crypto,LTCUSD,Buy,Neutral
2019-11-13,crypto,ETHUSD,Buy,Srong Buy
2019-11-13,crypto,EOSUSD,Neutral,Buy
2019-11-13,crypto,DASHUSD,Sell,Srong Sell
2019-11-13,crypto,IOTAUSD,Sell,Srong Sell
2019-11-13,crypto,BTCUSD,Neutral,Sell
2019-11-14,index,DAX,Buy,Srong Buy
2019-11-14,index,NIFTY,Neutral,Buy
2019-11-14,index,VIX,Neutral,Sell
2019-11-14,index,NI225,Buy,Srong Buy
2019-11-14,index,IXIC,Neutral,Srong Buy
2019-11-14,index,TSX,Neutral,Srong Buy
2019-11-14,index,SPX,Buy,Srong Buy
2019-11-14,index,DJI,Buy,Srong Buy
2019-11-14,stock,BABA,Buy,Srong Buy
2019-11-14,stock,MSFT,Buy,Srong Buy
2019-11-14,stock,JPM,Sell,Srong Buy
2019-11-14,stock,JNJ,Buy,Neutral
2019-11-14,stock,AMZN,Neutral,Srong Sell
2019-11-14,stock,FB,Buy,Srong Buy
2019-11-14,stock,AAPL,Buy,Srong Buy
2019-11-14,stock,GOOG,Buy,Srong Buy
2019-11-14,crypto,EOSUSD,Buy,Buy
2019-11-14,crypto,IOTAUSD,Sell,Srong Sell
2019-11-14,crypto,ETHUSD,Buy,Srong Buy
2019-11-14,crypto,BNBUSD,Buy,Srong Buy
2019-11-14,crypto,DASHUSD,Sell,Srong Sell
2019-11-14,crypto,LTCUSD,Buy,Sell
2019-11-14,crypto,XRPUSD,Sell,Srong Sell
2019-11-14,crypto,BTCUSD,Sell,Sell
2019-11-15,index,TSX,Neutral,Srong Buy
2019-11-15,index,DJI,Sell,Srong Buy
2019-11-15,index,NIFTY,Neutral,Srong Buy
2019-11-15,index,DAX,Neutral,Srong Buy
2019-11-15,index,NI225,Neutral,Buy
2019-11-15,index,VIX,Buy,Sell
2019-11-15,index,SPX,Neutral,Srong Buy
2019-11-15,index,IXIC,Sell,Srong Buy
2019-11-15,crypto,XRPUSD,Sell,Srong Sell
2019-11-15,crypto,IOTAUSD,Sell,Srong Sell
2019-11-15,crypto,BNBUSD,Buy,Srong Buy
2019-11-15,crypto,EOSUSD,Neutral,Sell
2019-11-15,crypto,ETHUSD,Buy,Sell
2019-11-15,crypto,LTCUSD,Sell,Srong Sell
2019-11-15,crypto,BTCUSD,Sell,Srong Sell
2019-11-15,crypto,DASHUSD,Sell,Srong Sell
2019-11-15,stock,AMZN,Sell,Srong Sell
2019-11-15,stock,GOOG,Neutral,Srong Buy
2019-11-15,stock,FB,Buy,Srong Buy
2019-11-15,stock,AAPL,Neutral,Srong Buy
2019-11-15,stock,JNJ,Sell,Sell
2019-11-15,stock,BABA,Buy,Srong Buy
2019-11-15,stock,JPM,Sell,Srong Buy
2019-11-15,stock,MSFT,Neutral,Srong Buy
2019-11-16,crypto,BTCUSD,Buy,Srong Sell
2019-11-16,crypto,LTCUSD,Sell,Srong Sell
2019-11-16,crypto,ETHUSD,Neutral,Srong Sell
2019-11-16,crypto,IOTAUSD,Sell,Srong Sell
2019-11-16,crypto,DASHUSD,Neutral,Srong Sell
2019-11-16,crypto,EOSUSD,Neutral,Sell
2019-11-16,crypto,XRPUSD,Buy,Srong Sell
2019-11-16,crypto,BNBUSD,Neutral,Sell
2019-11-17,crypto,XRPUSD,Buy,Srong Sell
2019-11-17,crypto,EOSUSD,Sell,Sell
2019-11-17,crypto,BNBUSD,Buy,Sell
2019-11-17,crypto,LTCUSD,Neutral,Srong Sell
2019-11-17,crypto,ETHUSD,Sell,Srong Sell
2019-11-17,crypto,IOTAUSD,Sell,Srong Sell
2019-11-17,crypto,BTCUSD,Buy,Srong Sell
2019-11-17,crypto,DASHUSD,Sell,Srong Sell
2019-11-18,crypto,IOTAUSD,Sell,Srong Sell
2019-11-18,crypto,ETHUSD,Sell,Neutral
2019-11-18,crypto,EOSUSD,Sell,Neutral
2019-11-18,crypto,LTCUSD,Neutral,Sell
2019-11-18,crypto,XRPUSD,Sell,Srong Sell
2019-11-18,crypto,BNBUSD,Sell,Sell
2019-11-18,crypto,BTCUSD,Buy,Srong Sell
2019-11-18,crypto,DASHUSD,Sell,Srong Sell
2019-11-18,index,NI225,Sell,Srong Buy
2019-11-18,index,VIX,Neutral,Srong Sell
2019-11-18,index,DAX,Neutral,Srong Buy
2019-11-18,index,IXIC,Buy,Srong Buy
2019-11-18,index,DJI,Buy,Srong Buy
2019-11-18,index,NIFTY,Neutral,Srong Buy
2019-11-18,index,TSX,Buy,Srong Buy
2019-11-18,index,SPX,Buy,Srong Buy
2019-11-18,stock,AAPL,Buy,Srong Buy
2019-11-18,stock,GOOG,Sell,Srong Buy
2019-11-18,stock,AMZN,Neutral,Srong Sell
2019-11-18,stock,BABA,Neutral,Srong Buy
2019-11-18,stock,FB,Buy,Srong Buy
2019-11-18,stock,MSFT,Buy,Srong Buy
2019-11-18,stock,JPM,Neutral,Srong Buy
2019-11-18,stock,JNJ,Buy,Srong Buy
2019-11-19,index,NIFTY,Neutral,Srong Buy
2019-11-19,index,DJI,Buy,Srong Buy
2019-11-19,index,VIX,Buy,Srong Sell
2019-11-19,index,NI225,Sell,Srong Buy
2019-11-19,index,TSX,Buy,Srong Buy
2019-11-19,index,IXIC,Buy,Srong Buy
2019-11-19,index,DAX,Sell,Srong Buy
2019-11-19,index,SPX,Buy,Srong Buy
2019-11-19,crypto,EOSUSD,Sell,Srong Sell
2019-11-19,crypto,DASHUSD,Sell,Srong Sell
2019-11-19,crypto,XRPUSD,Sell,Srong Sell
2019-11-19,crypto,IOTAUSD,Sell,Srong Sell
2019-11-19,crypto,BNBUSD,Sell,Srong Sell
2019-11-19,crypto,LTCUSD,Sell,Srong Sell
2019-11-19,crypto,ETHUSD,Sell,Srong Sell
2019-11-19,crypto,BTCUSD,Sell,Srong Sell
2019-11-19,stock,MSFT,Buy,Srong Buy
2019-11-19,stock,JPM,Sell,Srong Buy
2019-11-19,stock,JNJ,Sell,Srong Buy
2019-11-19,stock,FB,Buy,Srong Buy
2019-11-19,stock,BABA,Buy,Srong Buy
2019-11-19,stock,AMZN,Buy,Srong Sell
2019-11-19,stock,AAPL,Buy,Srong Buy
2019-11-19,stock,GOOG,Buy,Srong Buy
2019-11-20,index,SPX,Sell,Srong Buy
2019-11-20,index,VIX,Sell,Sell
2019-11-20,index,DJI,Buy,Srong Buy
2019-11-20,index,DAX,Sell,Srong Buy
2019-11-20,index,NI225,Neutral,Srong Buy
2019-11-20,index,NIFTY,Sell,Srong Buy
2019-11-20,index,TSX,Buy,Srong Buy
2019-11-20,index,IXIC,Sell,Srong Buy
2019-11-20,stock,GOOG,Buy,Srong Buy
2019-11-20,stock,JPM,Sell,Srong Buy
2019-11-20,stock,AAPL,Buy,Srong Buy
2019-11-20,stock,BABA,Buy,Srong Buy
2019-11-20,stock,MSFT,Sell,Srong Buy
2019-11-20,stock,JNJ,Buy,Srong Buy
2019-11-20,stock,FB,Buy,Srong Buy
2019-11-20,stock,AMZN,Sell,Srong Sell
2019-11-20,crypto,LTCUSD,Sell,Srong Sell
2019-11-20,crypto,XRPUSD,Buy,Srong Sell
2019-11-20,crypto,DASHUSD,Sell,Srong Sell
2019-11-20,crypto,ETHUSD,Sell,Srong Sell
2019-11-20,crypto,EOSUSD,Neutral,Srong Sell
2019-11-20,crypto,BTCUSD,Neutral,Srong Sell
2019-11-20,crypto,IOTAUSD,Sell,Srong Sell
2019-11-20,crypto,BNBUSD,Neutral,Srong Sell
2019-11-21,stock,JPM,Neutral,Srong Buy
2019-11-21,stock,MSFT,Buy,Srong Buy
2019-11-21,stock,AAPL,Sell,Srong Buy
2019-11-21,stock,JNJ,Buy,Srong Buy
2019-11-21,stock,FB,Neutral,Srong Buy
2019-11-21,stock,GOOG,Neutral,Srong Buy
2019-11-21,stock,BABA,Neutral,Srong Buy
2019-11-21,stock,AMZN,Sell,Srong Sell
2019-11-21,crypto,DASHUSD,Sell,Srong Sell
2019-11-21,crypto,BTCUSD,Neutral,Srong Sell
2019-11-21,crypto,ETHUSD,Neutral,Srong Sell
2019-11-21,crypto,EOSUSD,Sell,Srong Sell
2019-11-21,crypto,XRPUSD,Sell,Srong Sell
2019-11-21,crypto,BNBUSD,Neutral,Srong Sell
2019-11-21,crypto,LTCUSD,Neutral,Srong Sell
2019-11-21,crypto,IOTAUSD,Sell,Srong Sell
2019-11-21,index,NI225,Neutral,Buy
2019-11-21,index,IXIC,Buy,Srong Buy
2019-11-21,index,VIX,Neutral,Sell
2019-11-21,index,SPX,Buy,Srong Buy
2019-11-21,index,DAX,Neutral,Srong Buy
2019-11-21,index,TSX,Buy,Srong Buy
2019-11-21,index,NIFTY,Sell,Srong Buy
2019-11-21,index,DJI,Buy,Srong Buy
2019-11-22,crypto,DASHUSD,Buy,Srong Sell
2019-11-22,crypto,IOTAUSD,Neutral,Srong Sell
2019-11-22,crypto,BNBUSD,Neutral,Srong Sell
2019-11-22,crypto,BTCUSD,Buy,Srong Sell
2019-11-22,crypto,XRPUSD,Neutral,Srong Sell
2019-11-22,crypto,ETHUSD,Neutral,Srong Sell
2019-11-22,crypto,LTCUSD,Neutral,Srong Sell
2019-11-22,crypto,EOSUSD,Sell,Srong Sell
2019-11-22,stock,MSFT,Buy,Srong Buy
2019-11-22,stock,JPM,Neutral,Srong Buy
2019-11-22,stock,AMZN,Sell,Srong Sell
2019-11-22,stock,AAPL,Neutral,Srong Buy
2019-11-22,stock,BABA,Sell,Srong Buy
2019-11-22,stock,GOOG,Buy,Srong Buy
2019-11-22,stock,JNJ,Buy,Srong Buy
2019-11-22,stock,FB,Sell,Srong Buy
2019-11-22,index,SPX,Buy,Srong Buy
2019-11-22,index,VIX,Sell,Sell
2019-11-22,index,NI225,Sell,Buy
2019-11-22,index,TSX,Buy,Srong Buy
2019-11-22,index,DJI,Buy,Buy
2019-11-22,index,NIFTY,Buy,Srong Buy
2019-11-22,index,IXIC,Neutral,Srong Buy
2019-11-22,index,DAX,Neutral,Srong Buy
2019-11-23,crypto,BNBUSD,Buy,Srong Sell
2019-11-23,crypto,EOSUSD,Buy,Srong Sell
